nombre,ruta_completa,ruta_relativa,directorio_padre,tipo,extension,mime_type,tamano,fecha_modificacion,fecha_creacion,permisos,profundidad,categoria,dimension
41_2022_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\41_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\41_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,16.87 MB,2025-02-26 15:37:42,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
42_2020_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\42_2020_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\42_2020_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,5.20 MB,2025-02-26 15:35:36,2025-03-06 17:24:48,666,4,Institucional,Tecnologías de la Información
42_2022_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\42_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\42_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.67 MB,2025-02-26 15:37:44,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
43_2021_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\43_2021_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\43_2021_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.48 MB,2025-02-26 15:35:37,2025-03-06 17:24:48,666,4,Institucional,Tecnologías de la Información
43_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\43_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\43_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.41 MB,2025-02-26 15:37:46,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
44_2019_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\44_2019_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\44_2019_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,18.73 MB,2025-02-26 15:35:40,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
44_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\44_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\44_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.51 MB,2025-02-26 15:37:47,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
45_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\45_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\45_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1013.66 KB,2025-02-26 15:37:49,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
46_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\46_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\46_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.00 MB,2025-02-26 15:37:51,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
47_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\47_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\47_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.52 MB,2025-02-26 15:37:53,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
48_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\48_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\48_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,24.58 MB,2025-02-26 15:37:57,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
49_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\49_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\49_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,955.15 KB,2025-02-26 15:37:58,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
4_2023_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2023_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2023_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,5.74 MB,2025-02-26 15:34:18,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
4_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.45 MB,2025-02-26 15:36:34,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
4_2024_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2024_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2024_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.21 MB,2025-02-26 15:33:16,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
4_2024_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2024_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\4_2024_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,5.28 MB,2025-02-26 16:10:08,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
50_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\50_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\50_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.53 MB,2025-02-26 15:38:00,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
51_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\51_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\51_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,912.83 KB,2025-02-26 15:38:02,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
52_2022_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\52_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\52_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.64 MB,2025-02-26 15:38:05,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
53_2022_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\53_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\53_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.38 MB,2025-02-26 15:38:06,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
54_2022_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\54_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\54_2022_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.52 MB,2025-02-26 15:38:08,2025-03-06 17:24:46,666,4,Institucional,Tecnologías de la Información
55_2021_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\55_2021_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\55_2021_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.23 MB,2025-02-26 15:38:10,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
56_2021_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\56_2021_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\56_2021_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.14 MB,2025-02-26 15:38:12,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
5_2022_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.53 MB,2025-02-26 15:33:18,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
5_2023_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2023_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2023_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.42 MB,2025-02-26 15:34:20,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
5_2024_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.42 MB,2025-02-26 15:36:35,2025-03-06 17:24:48,666,4,Institucional,Tecnologías de la Información
5_2024_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2024_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\5_2024_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.27 MB,2025-02-26 16:10:10,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
6_2022_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,5.80 MB,2025-02-26 15:33:20,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
6_2022_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,19.22 MB,2025-02-26 15:34:23,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
6_2023_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,4.56 MB,2025-02-26 16:10:11,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
6_2024_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\6_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.40 MB,2025-02-26 15:36:37,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
7_2022_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.86 MB,2025-02-26 15:33:22,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
7_2022_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,8.32 MB,2025-02-26 15:34:25,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
7_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,6.39 MB,2025-02-26 15:36:40,2025-03-06 17:24:48,666,4,Institucional,Tecnologías de la Información
7_2023_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\7_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,21.38 MB,2025-02-26 16:10:14,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
8_2022_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.46 MB,2025-02-26 15:33:24,2025-03-06 17:24:50,666,4,Institucional,Tecnologías de la Información
8_2022_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.96 MB,2025-02-26 15:34:27,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
8_2023_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,2.48 MB,2025-02-26 16:10:15,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
8_2024_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\8_2024_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.30 MB,2025-02-26 15:36:41,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
9_2022_fae.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2022_fae.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.35 MB,2025-02-26 15:33:26,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
9_2022_fccot.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2022_fccot.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.84 MB,2025-02-26 15:34:28,2025-03-06 17:24:49,666,4,Institucional,Tecnologías de la Información
9_2023_fhtcs.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2023_fhtcs.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,1.08 MB,2025-02-26 15:36:43,2025-03-06 17:24:47,666,4,Institucional,Tecnologías de la Información
9_2023_fing.pdf,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025\9_2023_fing.pdf,Institucional\web scrapping\datos_repositorio_tesis\tesis_2019_2025,Archivo,.pdf,application/pdf,3.10 MB,2025-02-26 16:10:17,2025-03-06 17:24:45,666,4,Institucional,Tecnologías de la Información
tesis_tabla_mariadb.csv,streamlit_app\Institucional\web scrapping\datos_repositorio_tesis\tesis_tabla_mariadb.csv,Institucional\web scrapping\datos_repositorio_tesis\tesis_tabla_mariadb.csv,Institucional\web scrapping\datos_repositorio_tesis,Archivo,.csv,application/vnd.ms-excel,126.18 KB,2025-02-27 23:10:09,2025-03-06 17:24:42,666,3,Institucional,Tecnologías de la Información
personal utem,streamlit_app\Institucional\web scrapping\personal utem,Institucional\web scrapping\personal utem,Institucional\web scrapping,Directorio,,,12.29 MB,2025-03-06 17:24:53,2025-03-06 17:24:50,777,2,Institucional,Tecnologías de la Información
2020,streamlit_app\Institucional\web scrapping\personal utem\2020,Institucional\web scrapping\personal utem\2020,Institucional\web scrapping\personal utem,Directorio,,,1.94 MB,2025-03-06 17:24:50,2025-03-06 17:24:50,777,3,Institucional,Tecnologías de la Información
abril,streamlit_app\Institucional\web scrapping\personal utem\2020\abril,Institucional\web scrapping\personal utem\2020\abril,Institucional\web scrapping\personal utem\2020,Directorio,,,165.97 KB,2025-03-06 17:24:50,2025-03-06 17:24:50,777,4,Institucional,Tecnologías de la Información
contrata,streamlit_app\Institucional\web scrapping\personal utem\2020\abril\contrata,Institucional\web scrapping\personal utem\2020\abril\contrata,Institucional\web scrapping\personal utem\2020\abril,Directorio,,,132.30 KB,2025-03-06 17:24:50,2025-03-06 17:24:50,777,5,Institucional,Tecnologías de la Información
contrata_abril_2020.csv,streamlit_app\Institucional\web scrapping\personal utem\2020\abril\contrata\contrata_abril_2020.csv,Institucional\web scrapping\personal utem\2020\abril\contrata\contrata_abril_2020.csv,Institucional\web scrapping\personal utem\2020\abril\contrata,Archivo,.csv,application/vnd.ms-excel,132.30 KB,2025-02-15 23:17:26,2025-03-06 17:24:50,666,6,Institucional,Tecnologías de la Información
planta,streamlit_app\Institucional\web scrapping\personal utem\2020\abril\planta,Institucional\web scrapping\personal utem\2020\abril\planta,Institucional\web scrapping\personal utem\2020\abril,Directorio,,,33.67 KB,2025-03-06 17:24:50,2025-03-06 17:24:50,777,5,Institucional,Tecnologías de la Información
planta_abril_2020.csv,streamlit_app\Institucional\web scrapping\personal utem\2020\abril\planta\planta_abril_2020.csv,Institucional\web scrapping\personal utem\2020\abril\planta\planta_abril_2020.csv,Institucional\web scrapping\personal utem\2020\abril\planta,Archivo,.csv,application/vnd.ms-excel,33.67 KB,2025-02-15 23:17:17,2025-03-06 17:24:50,666,6,Institucional,Tecnologías de la Información
